model,train_frac,repeat,n_train,n_test,train_time_s,accuracy,balancedAccuracy,f1,confusion,predictTimeSec,roc_auc
dummy,0.25,1,175000,300000,0.007659912109375,0.5013033333333333,0.5012192909601969,0.5076950920548216,"[[73248, 74769], [74840, 77143]]",0.02297353744506836,0.5012192909601969
logreg,0.25,1,175000,300000,0.19448018074035645,0.50316,0.49970490142609436,0.6081579860563425,"[[35280, 112737], [36315, 115668]]",0.07662081718444824,0.4999152126262908
dummy,0.25,2,175000,300000,0.007707357406616211,0.49969,0.49960567561789204,0.5061024366968855,"[[73006, 75011], [75082, 76901]]",0.023051023483276367,0.499605675617892
logreg,0.25,2,175000,300000,0.19327974319458008,0.50233,0.4988368083108496,0.6083897924978164,"[[34725, 113292], [36009, 115974]]",0.0682213306427002,0.4980374121349923
dummy,0.25,3,175000,300000,0.0075206756591796875,0.5006166666666667,0.5005325042649185,0.5070172263446256,"[[73145, 74872], [74943, 77040]]",0.0173795223236084,0.5005325042649185
logreg,0.25,3,175000,300000,0.1960005760192871,0.5031033333333333,0.4998607073893866,0.6030828054648039,"[[37682, 110335], [38734, 113249]]",0.06922030448913574,0.49961486088985396
dummy,0.25,4,175000,300000,0.007212638854980469,0.5010433333333333,0.5009592455124701,0.5074384244558153,"[[73209, 74808], [74879, 77104]]",0.015348434448242188,0.5009592455124701
logreg,0.25,4,175000,300000,0.19124078750610352,0.5023133333333333,0.499092650557323,0.6019207286184298,"[[37814, 110203], [39103, 112880]]",0.06922221183776855,0.4980792067282554
dummy,0.5,0,350000,300000,0.01669454574584961,0.49927666666666665,0.49919227003432626,0.5056944010266704,"[[72944, 75073], [75144, 76839]]",0.014809370040893555,0.4991922700343262
logreg,0.5,0,350000,300000,0.24992847442626953,0.5042166666666666,0.4995426998117111,0.635495420870635,"[[21609, 126408], [22327, 129656]]",0.058620452880859375,0.5000488028625315
dummy,0.5,1,350000,300000,0.018427133560180664,0.5013033333333333,0.5012192909601969,0.5076950920548216,"[[73248, 74769], [74840, 77143]]",0.02192211151123047,0.5012192909601969
logreg,0.5,1,350000,300000,0.38451218605041504,0.5045133333333334,0.500291665440569,0.6263166627282006,"[[26784, 121233], [27413, 124570]]",0.10721135139465332,0.5001914705963431
dummy,0.5,2,350000,300000,0.012649297714233398,0.49969,0.49960567561789204,0.5061024366968855,"[[73006, 75011], [75082, 76901]]",0.015212297439575195,0.499605675617892
logreg,0.5,2,350000,300000,0.39606547355651855,0.5041733333333334,0.4996147015286693,0.6331105246281725,"[[22911, 125106], [23642, 128341]]",0.06407761573791504,0.4984594771875151
dummy,0.5,3,350000,300000,0.012387514114379883,0.5006166666666667,0.5005325042649185,0.5070172263446256,"[[73145, 74872], [74943, 77040]]",0.01735997200012207,0.5005325042649185
logreg,0.5,3,350000,300000,0.44329333305358887,0.5038966666666667,0.4994246807857148,0.6311161122581253,"[[23853, 124164], [24667, 127316]]",0.068267822265625,0.49869986742235406
dummy,0.5,4,350000,300000,0.011900901794433594,0.5010433333333333,0.5009592455124701,0.5074384244558153,"[[73209, 74808], [74879, 77104]]",0.018491029739379883,0.5009592455124701
logreg,0.5,4,350000,300000,0.4389913082122803,0.5036466666666667,0.4994094212521638,0.6259921232945526,"[[26479, 121538], [27368, 124615]]",0.06669878959655762,0.49918850122010106
dummy,0.75,0,525000,300000,0.030786991119384766,0.49927666666666665,0.49919227003432626,0.5056944010266704,"[[72944, 75073], [75144, 76839]]",0.01762866973876953,0.4991922700343262
logreg,0.75,0,525000,300000,0.5412638187408447,0.5037566666666666,0.4987276444324532,0.6422190766184172,"[[17513, 130504], [18369, 133614]]",0.07686448097229004,0.5007414103084267
dummy,0.75,1,525000,300000,0.01701974868774414,0.5013033333333333,0.5012192909601969,0.5076950920548216,"[[73248, 74769], [74840, 77143]]",0.01581287384033203,0.5012192909601969
