model,train_frac,repeat,n_train,n_test,train_time_s,accuracy,balancedAccuracy,f1,confusion,predictTimeSec,roc_auc
dummy,0.1,2,35000,150000,0.0015788078308105469,0.5001333333333333,0.5000834498327472,0.5050890417288221,"[[36759, 37438], [37542, 38261]]",0.008210182189941406,0.5000834498327472
logreg,0.1,2,35000,150000,0.029068708419799805,0.5022066666666667,0.501255202020544,0.5450756998811953,"[[30598, 43599], [31070, 44733]]",0.04335784912109375,0.5011231041222481
dummy,0.1,3,35000,150000,0.0009915828704833984,0.50016,0.5001101195566366,0.505115444020541,"[[36761, 37436], [37540, 38263]]",0.007035255432128906,0.5001101195566366
logreg,0.1,3,35000,150000,0.02288079261779785,0.5009266666666666,0.4997523310757064,0.5524139786553466,"[[28942, 45255], [29606, 46197]]",0.03342127799987793,0.4997276494019348
dummy,0.1,4,35000,150000,0.0010242462158203125,0.49959333333333333,0.49954331653802553,0.5045576655247751,"[[36718, 37479], [37582, 38221]]",0.0071048736572265625,0.49954331653802553
logreg,0.1,4,35000,150000,0.029169321060180664,0.5026733333333333,0.501739483135001,0.5448199696135799,"[[30756, 43441], [31158, 44645]]",0.04298806190490723,0.5020381064336661
dummy,0.25,0,87500,150000,0.0023162364959716797,0.4982066666666667,0.4981564908957756,0.5031847554173845,"[[36614, 37583], [37686, 38117]]",0.0075147151947021484,0.4981564908957756
logreg,0.25,0,87500,150000,0.09204387664794922,0.5012266666666667,0.49965010557954287,0.5672624211926659,"[[26147, 48050], [26766, 49037]]",0.036331892013549805,0.4995542707715168
dummy,0.25,1,87500,150000,0.0020682811737060547,0.5020333333333333,0.5019835962739075,0.5069734592714336,"[[36901, 37296], [37399, 38404]]",0.007417201995849609,0.5019835962739075
logreg,0.25,1,87500,150000,0.06160545349121094,0.50234,0.5008180340401265,0.5663144073852446,"[[26612, 47585], [27064, 48739]]",0.04124784469604492,0.5004415008326596
dummy,0.25,2,87500,150000,0.0030884742736816406,0.5001266666666667,0.500076711015814,0.5050857078737715,"[[36758, 37439], [37542, 38261]]",0.011649608612060547,0.500076711015814
logreg,0.25,2,87500,150000,0.07095575332641602,0.5036066666666666,0.5019823356849583,0.5709972747647828,"[[25989, 48208], [26251, 49552]]",0.03141975402832031,0.5011595699913185
dummy,0.25,3,87500,150000,0.0022878646850585938,0.5001666666666666,0.500116715601648,0.5051253110499462,"[[36761, 37436], [37539, 38264]]",0.007670164108276367,0.500116715601648
