model,train_frac,repeat,n_train,n_test,train_time_s,accuracy,balancedAccuracy,f1,confusion,predictTimeSec,roc_auc
dummy,0.01,0,70,3000,0.00021409988403320312,0.48433333333333334,0.48404232602749964,0.49658314350797267,"[[690, 764], [783, 763]]",0.00047326087951660156,0.48404232602749964
logreg,0.01,0,70,3000,0.0063173770904541016,0.5103333333333333,0.5088389792355833,0.5399310992796743,"[[669, 785], [684, 862]]",0.0007243156433105469,0.5134094997784583
dummy,0.01,1,70,3000,0.0002009868621826172,0.4856666666666667,0.4853769144671166,0.4978848031239831,"[[692, 762], [781, 765]]",0.00047206878662109375,0.4853769144671166
logreg,0.01,1,70,3000,0.009068489074707031,0.511,0.5090560722884276,0.5468025949953661,"[[648, 806], [661, 885]]",0.0007030963897705078,0.510605529466823
dummy,0.01,2,70,3000,0.0002002716064453125,0.5076666666666667,0.507397623720797,0.5193621867881549,"[[725, 729], [748, 798]]",0.0006978511810302734,0.507397623720797
logreg,0.01,2,70,3000,0.007497072219848633,0.5053333333333333,0.5046221246292069,0.5237483953786907,"[[700, 754], [730, 816]]",0.0007245540618896484,0.5061738061216683
dummy,0.01,3,70,3000,0.00017595291137695312,0.48233333333333334,0.48204044336807417,0.49463065408395707,"[[687, 767], [786, 760]]",0.0005121231079101562,0.48204044336807417
logreg,0.01,3,70,3000,0.006932258605957031,0.49133333333333334,0.4906908007708583,0.509009009009009,"[[683, 771], [755, 791]]",0.0006568431854248047,0.49031934032183155
dummy,0.01,4,70,3000,0.00023674964904785156,0.5063333333333333,0.50606303528118,0.5180605271721445,"[[723, 731], [750, 796]]",0.0006897449493408203,0.5060630352811799
logreg,0.01,4,70,3000,0.009067296981811523,0.49933333333333335,0.4964268618843321,0.548948948948949,"[[584, 870], [632, 914]]",0.0008165836334228516,0.5034018659325837
dummy,0.05,0,350,3000,0.00018286705017089844,0.48433333333333334,0.48404232602749964,0.49658314350797267,"[[690, 764], [783, 763]]",0.0004730224609375,0.48404232602749964
logreg,0.05,0,350,3000,0.003008127212524414,0.5033333333333333,0.5031318342049679,0.5140247879973907,"[[722, 732], [758, 788]]",0.0006930828094482422,0.5041608018919126
dummy,0.05,1,350,3000,0.0002510547637939453,0.4856666666666667,0.4853769144671166,0.4978848031239831,"[[692, 762], [781, 765]]",0.0006918907165527344,0.4853769144671166
logreg,0.05,1,350,3000,0.0038909912109375,0.49633333333333335,0.4956648118853108,0.5143040822886532,"[[689, 765], [746, 800]]",0.0007066726684570312,0.4873761279496629
dummy,0.05,2,350,3000,0.0002779960632324219,0.5076666666666667,0.507397623720797,0.5193621867881549,"[[725, 729], [748, 798]]",0.000736236572265625,0.507397623720797
logreg,0.05,2,350,3000,0.0020599365234375,0.5026666666666667,0.5030989143567907,0.5033288948069241,"[[752, 702], [790, 756]]",0.0007174015045166016,0.4970407725665559
dummy,0.05,3,350,3000,0.0001850128173828125,0.48233333333333334,0.48204044336807417,0.49463065408395707,"[[687, 767], [786, 760]]",0.0004794597625732422,0.48204044336807417
logreg,0.05,3,350,3000,0.001995086669921875,0.494,0.4925005026949789,0.5244360902255639,"[[645, 809], [709, 837]]",0.0007200241088867188,0.4827437714757523
dummy,0.05,4,350,3000,0.00018668174743652344,0.5063333333333333,0.50606303528118,0.5180605271721445,"[[723, 731], [750, 796]]",0.0004673004150390625,0.5060630352811799
