model,train_frac,repeat,n_train,n_test,train_time_s,accuracy,balancedAccuracy,f1,confusion,predictTimeSec,roc_auc
dummy,0.01,0,700,30000,0.0008215904235839844,0.49956666666666666,0.49949828679561004,0.5053866174677956,"[[7317, 7486], [7527, 7670]]",0.0020928382873535156,0.49949828679561004
logreg,0.01,0,700,30000,0.0028815269470214844,0.5022,0.5021509021082663,0.507291322995711,"[[7378, 7425], [7509, 7688]]",0.006490945816040039,0.503564488152092
dummy,0.01,1,700,30000,0.0003199577331542969,0.4997,0.49963164313083674,0.5055184001581392,"[[7319, 7484], [7525, 7672]]",0.0016334056854248047,0.49963164313083674
logreg,0.01,1,700,30000,0.004734516143798828,0.5057666666666667,0.5056958535572476,0.5116432265076908,"[[7406, 7397], [7430, 7767]]",0.007439613342285156,0.5072983944150615
dummy,0.01,2,700,30000,0.00043082237243652344,0.5057666666666667,0.5056993563836529,0.5115145125687741,"[[7410, 7393], [7434, 7763]]",0.0017271041870117188,0.5056993563836529
logreg,0.01,2,700,30000,0.003009319305419922,0.49566666666666664,0.4953896336724142,0.5092124043077721,"[[7021, 7782], [7348, 7849]]",0.006537437438964844,0.49259605849081767
dummy,0.01,3,700,30000,0.00040078163146972656,0.49543333333333334,0.4953642404035814,0.5013013540671433,"[[7255, 7548], [7589, 7608]]",0.002019166946411133,0.4953642404035815
logreg,0.01,3,700,30000,0.0030717849731445312,0.5021666666666667,0.5020269273912228,0.5106006488186913,"[[7274, 7529], [7406, 7791]]",0.006505250930786133,0.503800111015593
dummy,0.01,4,700,30000,0.0003139972686767578,0.5001,0.500031712136517,0.5059137482291701,"[[7325, 7478], [7519, 7678]]",0.0016126632690429688,0.5000317121365169
logreg,0.01,4,700,30000,0.001953601837158203,0.49866666666666665,0.4982001228825287,0.5189047405796174,"[[6849, 7954], [7086, 8111]]",0.0055294036865234375,0.49582040130646354
dummy,0.05,0,3500,30000,0.0005848407745361328,0.49946666666666667,0.4994065887569025,0.50497791257335,"[[7325, 7478], [7538, 7659]]",0.0016760826110839844,0.4994065887569025
logreg,0.05,0,3500,30000,0.0026712417602539062,0.5002333333333333,0.4996571586429768,0.5242280963411925,"[[6747, 8056], [6937, 8260]]",0.009802579879760742,0.5026075097548715
dummy,0.05,1,3500,30000,0.0004687309265136719,0.4997333333333333,0.499673301427356,0.5052416430408123,"[[7329, 7474], [7534, 7663]]",0.0021033287048339844,0.49967330142735594
logreg,0.05,1,3500,30000,0.0034668445587158203,0.5033666666666666,0.5029591681882588,0.5213787786308587,"[[6986, 7817], [7082, 8115]]",0.0055310726165771484,0.5035844560406866
dummy,0.05,2,3500,30000,0.0003829002380371094,0.5056666666666667,0.5056076583449454,0.5111096459418474,"[[7418, 7385], [7445, 7752]]",0.0015842914581298828,0.5056076583449454
logreg,0.05,2,3500,30000,0.0026161670684814453,0.5017666666666667,0.5013886661899829,0.518785615401951,"[[6996, 7807], [7140, 8057]]",0.005522489547729492,0.5004742706932059
