model,train_frac,repeat,n_train,n_test,train_time_s,accuracy,balancedAccuracy,f1,confusion,predictTimeSec,roc_auc
dummy,0.01,0,7000,300000,0.0032682418823242188,0.49926333333333334,0.4991796395602518,0.5056552114492939,"[[72950, 75067], [75154, 76829]]",0.04388618469238281,0.4991796395602519
logreg,0.01,0,7000,300000,0.011431217193603516,0.5002866666666667,0.4996519136321691,0.5261674031088607,"[[66850, 81167], [68747, 83236]]",0.11835217475891113,0.49896622295066134
dummy,0.01,1,7000,300000,0.0012249946594238281,0.50131,0.5012266639821015,0.5076757525199175,"[[73257, 74760], [74847, 77136]]",0.045958518981933594,0.5012266639821015
logreg,0.01,1,7000,300000,0.011333703994750977,0.4998766666666667,0.4991675766520367,0.5282908533000493,"[[65946, 82071], [67966, 84017]]",0.10851693153381348,0.49910514856380184
dummy,0.01,2,7000,300000,0.0012047290802001953,0.49969,0.49960638080780356,0.5060764317376324,"[[73014, 75003], [75090, 76893]]",0.04256701469421387,0.4996063808078035
logreg,0.01,2,7000,300000,0.011395692825317383,0.5010533333333334,0.5004338758944625,0.5263794052689199,"[[67137, 80880], [68804, 83179]]",0.11402249336242676,0.5001919683277753
dummy,0.01,3,7000,300000,0.0011012554168701172,0.5006566666666666,0.500573216446788,0.5070307589533992,"[[73159, 74858], [74945, 77038]]",0.03438377380371094,0.500573216446788
logreg,0.01,3,7000,300000,0.012637615203857422,0.49981,0.49911394434547096,0.5277885296200142,"[[66084, 81933], [68124, 83859]]",0.12086296081542969,0.49936082262532616
dummy,0.01,4,7000,300000,0.0008959770202636719,0.50105,0.5009666185343746,0.5074190714067113,"[[73218, 74799], [74886, 77097]]",0.03329753875732422,0.5009666185343746
logreg,0.01,4,7000,300000,0.011048078536987305,0.5007733333333333,0.4999128282984745,0.534173120587229,"[[64361, 83656], [66112, 85871]]",0.10226082801818848,0.49997505984124835
dummy,0.05,0,35000,300000,0.0025947093963623047,0.49927333333333335,0.49918906834143817,0.5056862306345675,"[[72945, 75072], [75146, 76837]]",0.04597210884094238,0.4991890683414382
logreg,0.05,0,35000,300000,0.05572009086608887,0.50258,0.5009170402029823,0.5607434270172258,"[[55525, 92492], [56734, 95249]]",0.12791752815246582,0.5012318842499949
dummy,0.05,1,35000,300000,0.0023322105407714844,0.5013066666666667,0.5012227570993019,0.5076935226988536,"[[73250, 74767], [74841, 77142]]",0.03191542625427246,0.5012227570993019
logreg,0.05,1,35000,300000,0.040711402893066406,0.5005933333333333,0.4988226611050317,0.5621288286181904,"[[54009, 94008], [55814, 96169]]",0.10622620582580566,0.4984586275723627
dummy,0.05,2,35000,300000,0.0028448104858398438,0.4996933333333333,0.4996091417569969,0.5061008516183381,"[[73008, 75009], [75083, 76900]]",0.03657984733581543,0.4996091417569969
logreg,0.05,2,35000,300000,0.04809689521789551,0.5015466666666667,0.49997890317960914,0.5570091243038274,"[[56452, 91565], [57971, 94012]]",0.1293964385986328,0.49959290887555763
dummy,0.05,3,35000,300000,0.0022318363189697266,0.5006266666666667,0.5005426382360163,0.5070222315822727,"[[73148, 74869], [74943, 77040]]",0.03323841094970703,0.5005426382360163
logreg,0.05,3,35000,300000,0.05070185661315918,0.50066,0.49907215990953857,0.5568145509626877,"[[56093, 91924], [57878, 94105]]",0.12340116500854492,0.49858532811561374
dummy,0.05,4,35000,300000,0.003587007522583008,0.5010533333333334,0.500969379483568,0.5074434338514999,"[[73212, 74805], [74879, 77104]]",0.03795146942138672,0.5009693794835679
logreg,0.05,4,35000,300000,0.05249309539794922,0.50011,0.4985865445726565,0.5543977251455211,"[[56742, 91275], [58692, 93291]]",0.1209874153137207,0.4980120959327423
dummy,0.1,0,70000,300000,0.006300926208496094,0.49928333333333336,0.49919884971758033,0.505704235316571,"[[72944, 75073], [75142, 76841]]",0.03943347930908203,0.49919884971758033
logreg,0.1,0,70000,300000,0.09114599227905273,0.50244,0.4998875949551501,0.585256068284876,"[[45414, 102603], [46665, 105318]]",0.10483622550964355,0.5005523091261823
dummy,0.1,1,70000,300000,0.00384521484375,0.5013033333333333,0.5012192028114579,0.507698332000645,"[[73247, 74770], [74839, 77144]]",0.03516530990600586,0.5012192028114579
logreg,0.1,1,70000,300000,0.09021782875061035,0.5011733333333334,0.4990405593200875,0.5728955585110937,"[[49987, 98030], [51618, 100365]]",0.12415432929992676,0.49827439439644733
dummy,0.1,2,70000,300000,0.0037860870361328125,0.49969,0.49960558746915307,0.506105687124256,"[[73005, 75012], [75081, 76902]]",0.03235149383544922,0.49960558746915307
logreg,0.1,2,70000,300000,0.09840869903564453,0.50264,0.5006198720007045,0.5710293593385236,"[[51482, 96535], [52673, 99310]]",0.1214447021484375,0.5006312088709199
dummy,0.1,3,70000,300000,0.0037941932678222656,0.50061,0.5005257482841865,0.5070138895744282,"[[73143, 74874], [74943, 77040]]",0.0315699577331543,0.5005257482841864
logreg,0.1,3,70000,300000,0.1021718978881836,0.50275,0.5003795440656424,0.5807064537617666,"[[47524, 100493], [48682, 103301]]",0.12341594696044922,0.4993386462162574
dummy,0.1,4,70000,300000,0.0037636756896972656,0.5010433333333333,0.5009591573637311,0.5074416660908136,"[[73208, 74809], [74878, 77105]]",0.03151822090148926,0.5009591573637311
logreg,0.1,4,70000,300000,0.09443831443786621,0.50119,0.49926521584961636,0.5670791155445106,"[[52349, 95668], [53975, 98008]]",0.10438847541809082,0.4995676846893894
dummy,0.25,0,175000,300000,0.012315988540649414,0.49927666666666665,0.49919227003432626,0.5056944010266704,"[[72944, 75073], [75144, 76839]]",0.041304826736450195,0.4991922700343262
logreg,0.25,0,175000,300000,0.24331879615783691,0.50361,0.5003776878745722,0.6032424367564976,"[[37874, 110143], [38774, 113209]]",0.12388491630554199,0.501082031749402
dummy,0.25,1,175000,300000,0.017507553100585938,0.5013033333333333,0.5012192909601969,0.5076950920548216,"[[73248, 74769], [74840, 77143]]",0.04175424575805664,0.5012192909601969
logreg,0.25,1,175000,300000,0.25922441482543945,0.50316,0.49970490142609436,0.6081579860563425,"[[35280, 112737], [36315, 115668]]",0.1061697006225586,0.4999152126262908
dummy,0.25,2,175000,300000,0.012887239456176758,0.49969,0.49960567561789204,0.5061024366968855,"[[73006, 75011], [75082, 76901]]",0.03329944610595703,0.499605675617892
logreg,0.25,2,175000,300000,0.23832368850708008,0.50233,0.4988368083108496,0.6083897924978164,"[[34725, 113292], [36009, 115974]]",0.11221671104431152,0.4980374121349923
dummy,0.25,3,175000,300000,0.012727022171020508,0.5006166666666667,0.5005325042649185,0.5070172263446256,"[[73145, 74872], [74943, 77040]]",0.0315549373626709,0.5005325042649185
logreg,0.25,3,175000,300000,0.2294752597808838,0.5031033333333333,0.4998607073893866,0.6030828054648039,"[[37682, 110335], [38734, 113249]]",0.10845708847045898,0.49961486088985396
dummy,0.25,4,175000,300000,0.012696504592895508,0.5010433333333333,0.5009592455124701,0.5074384244558153,"[[73209, 74808], [74879, 77104]]",0.032950401306152344,0.5009592455124701
logreg,0.25,4,175000,300000,0.24251627922058105,0.5023133333333333,0.499092650557323,0.6019207286184298,"[[37814, 110203], [39103, 112880]]",0.10678291320800781,0.49807920672825534
dummy,0.5,0,350000,300000,0.02790999412536621,0.49927666666666665,0.49919227003432626,0.5056944010266704,"[[72944, 75073], [75144, 76839]]",0.03438568115234375,0.4991922700343262
logreg,0.5,0,350000,300000,0.4411051273345947,0.5042166666666666,0.4995426998117111,0.635495420870635,"[[21609, 126408], [22327, 129656]]",0.11430692672729492,0.5000488028625315
dummy,0.5,1,350000,300000,0.024190425872802734,0.5013033333333333,0.5012192909601969,0.5076950920548216,"[[73248, 74769], [74840, 77143]]",0.03212618827819824,0.5012192909601969
logreg,0.5,1,350000,300000,0.459963321685791,0.5045133333333334,0.500291665440569,0.6263166627282006,"[[26784, 121233], [27413, 124570]]",0.11012792587280273,0.5001914705963431
dummy,0.5,2,350000,300000,0.028020381927490234,0.49969,0.49960567561789204,0.5061024366968855,"[[73006, 75011], [75082, 76901]]",0.032948970794677734,0.499605675617892
logreg,0.5,2,350000,300000,0.45119524002075195,0.5041733333333334,0.4996147015286693,0.6331105246281725,"[[22911, 125106], [23642, 128341]]",0.1238856315612793,0.4984594771875151
