model,train_frac,mean_accuracy,std_accuracy,mean_auc,std_auc,mean_f1,std_f1,mean_n_train
dummy,0.01,0.5001133333333334,0.003685527250083925,0.5000450477700397,0.003686163055870751,0.5059269264982045,0.0036426652226309855,700.0
dummy,0.05,0.50012,0.003597653556293499,0.5000600347995136,0.003598274202620277,0.5056240522186325,0.003558040703131915,3500.0
dummy,0.1,0.50012,0.003597653556293499,0.5000600347995136,0.003598274202620277,0.5056240522186325,0.003558040703131915,7000.0
dummy,0.25,0.50012,0.003597653556293499,0.5000600347995136,0.003598274202620277,0.5056240522186325,0.003558040703131915,17500.0
dummy,0.5,0.5001266666666666,0.0035882059893799804,0.5000669653282552,0.0035886761394547514,0.5056208348164803,0.0035542917231414875,35000.0
dummy,0.75,0.5001266666666666,0.003602653343177948,0.5000671404695755,0.003603274852038951,0.5056143474104111,0.0035631029009770775,52500.0
dummy,1.0,0.5001266666666666,0.003602653343177948,0.5000671404695755,0.003603274852038951,0.5056143474104111,0.0035631029009770775,70000.0
logreg,0.01,0.5008933333333333,0.003852084572741823,0.5006158906760054,0.006140109303617653,0.5115304686418966,0.004432858669022081,700.0
logreg,0.05,0.49989999999999996,0.0029458068127047837,0.5003596313641494,0.0029693497897268647,0.5195182033043542,0.006065356843718339,3500.0
logreg,0.1,0.50034,0.001772694120384124,0.49958583745229196,0.002321479782973789,0.5283978589780016,0.003974649740160872,7000.0
logreg,0.25,0.5016866666666667,0.002609555091922339,0.49984293690905995,0.002675016386843224,0.5446028650126922,0.003802085026853501,17500.0
logreg,0.5,0.5002266666666666,0.001558917002993516,0.4990163561145087,0.0025749510555058614,0.5536367195624741,0.00273089217397768,35000.0
logreg,0.75,0.5032066666666667,0.001980375946351816,0.5011955488802511,0.002503457429004651,0.564694276332798,0.005635005502641056,52500.0
logreg,1.0,0.50266,0.0033029784538605557,0.50082891141877,0.0025649616014399622,0.5737252935185673,0.00592270139831116,70000.0
