model,train_frac,mean_accuracy,std_accuracy,mean_auc,std_auc,mean_f1,std_f1,mean_n_train
dummy,0.01,0.5000293333333333,0.0013754482097766468,0.49997900959381286,0.0013756058992102772,0.5050056762679198,0.0013617580026566215,3500.0
dummy,0.05,0.5000253333333333,0.0013744526183175525,0.4999753660650342,0.0013746101936108024,0.5049853798274622,0.0013608172296762104,17500.0
dummy,0.1,0.5000226666666666,0.0013741874366734257,0.4999727562014139,0.0013743505576505344,0.5049801262588407,0.0013603089964205205,35000.0
dummy,0.25,0.5000253333333333,0.0013744526183175525,0.4999753660650342,0.0013746101936108024,0.5049853798274622,0.0013608172296762104,87500.0
dummy,0.5,0.5000253333333333,0.0013744526183175525,0.4999753660650342,0.0013746101936108024,0.5049853798274622,0.0013608172296762104,175000.0
dummy,0.75,0.5000253333333333,0.0013744526183175525,0.4999753660650342,0.0013746101936108024,0.5049853798274622,0.0013608172296762104,262500.0
dummy,1.0,0.5000253333333333,0.0013744526183175525,0.4999753660650342,0.0013746101936108024,0.5049853798274622,0.0013608172296762104,350000.0
logreg,0.01,0.5006039999999999,0.0015819018090049938,0.500274045299,0.001178297725342847,0.5189604097639424,0.004296316195819466,3500.0
logreg,0.05,0.5007226666666666,0.0012451916407614613,0.49953894805503224,0.0011647448644351013,0.5354303152457863,0.0030134335618226408,17500.0
logreg,0.1,0.5015639999999999,0.000934113959262414,0.5005059402906405,0.001104300581481224,0.5484262464162651,0.0035232470835037505,35000.0
logreg,0.25,0.5018493333333334,0.0012022626815948007,0.5003161805824151,0.0007749210559865848,0.5678683346131521,0.0019070564039055586,87500.0
logreg,0.5,0.5031133333333333,0.0016230629480502184,0.5011486793917884,0.0012302219503446603,0.587860180686942,0.004446064858650443,175000.0
logreg,0.75,0.5033373333333333,0.000883485521481046,0.5008773697486062,0.00038368035481450944,0.5994864113461426,0.005242060774589632,262500.0
logreg,1.0,0.5031186666666667,0.000926431624868015,0.5010456875322189,0.0006284447122715475,0.6063104704182256,0.003023590315609171,350000.0
