model,train_frac,repeat,n_train,n_test,train_time_s,accuracy,balancedAccuracy,f1,confusion,predictTimeSec,roc_auc
dummy,0.01,0,350,15000,0.0008134841918945312,0.4928666666666667,0.4927921125551781,0.4991110818463159,"[[3603, 3780], [3827, 3790]]",0.0034046173095703125,0.49279211255517813
logreg,0.01,0,350,15000,0.00939035415649414,0.49646666666666667,0.4966114420271984,0.4956933965413634,"[[3735, 3648], [3905, 3712]]",0.007756233215332031,0.49808775685873136
dummy,0.01,1,350,15000,0.0007283687591552734,0.49593333333333334,0.4958595257075095,0.502139988147758,"[[3626, 3757], [3804, 3813]]",0.004563808441162109,0.4958595257075096
logreg,0.01,1,350,15000,0.00919342041015625,0.4954,0.4950389526795241,0.5105089568647739,"[[3484, 3899], [3670, 3947]]",0.007937192916870117,0.49774479339514277
dummy,0.01,2,350,15000,0.0007495880126953125,0.4971333333333333,0.4970598178105957,0.50332521235267,"[[3635, 3748], [3795, 3822]]",0.003401517868041992,0.49705981781059566
logreg,0.01,2,350,15000,0.008636236190795898,0.5005333333333334,0.5002265884759048,0.5138852841941345,"[[3548, 3835], [3657, 3960]]",0.0076367855072021484,0.5013070291897347
dummy,0.01,3,350,15000,0.0007231235504150391,0.49953333333333333,0.4994604020167681,0.5056956607624943,"[[3653, 3730], [3777, 3840]]",0.003922224044799805,0.4994604020167681
logreg,0.01,3,350,15000,0.008757829666137695,0.501,0.5007734682312288,0.5119008803390935,"[[3590, 3793], [3692, 3925]]",0.0063343048095703125,0.5016931320406133
dummy,0.01,4,350,15000,0.0005660057067871094,0.5012666666666666,0.5011941572767815,0.5074076512807006,"[[3666, 3717], [3764, 3853]]",0.002232789993286133,0.5011941572767815
logreg,0.01,4,350,15000,0.007533073425292969,0.5010666666666667,0.5006435432793591,0.5179077557330585,"[[3496, 3887], [3597, 4020]]",0.006186246871948242,0.5084929735167018
dummy,0.05,0,1750,15000,0.0006568431854248047,0.49293333333333333,0.49286815772819803,0.4988799578337067,"[[3608, 3775], [3831, 3786]]",0.0032117366790771484,0.492868157728198
logreg,0.05,0,1750,15000,0.007152080535888672,0.4994,0.49884019775052457,0.5203449377195785,"[[3418, 3965], [3544, 4073]]",0.00615692138671875,0.5012907941276589
dummy,0.05,1,1750,15000,0.0006282329559326172,0.4958666666666667,0.4958022050912977,0.501778890499407,"[[3630, 3753], [3809, 3808]]",0.0022988319396972656,0.49580220509129774
logreg,0.05,1,1750,15000,0.006609439849853516,0.5038666666666667,0.5035212035867715,0.5183171521035599,"[[3554, 3829], [3613, 4004]]",0.007519721984863281,0.5049554370662755
dummy,0.05,2,1750,15000,0.0006251335144042969,0.4968,0.49673576561592026,0.5027012781657663,"[[3637, 3746], [3802, 3815]]",0.002328157424926758,0.4967357656159203
logreg,0.05,2,1750,15000,0.005524635314941406,0.4972666666666667,0.4966501714523913,0.5199567127124578,"[[3375, 4008], [3533, 4084]]",0.005991935729980469,0.5022378157059413
dummy,0.05,3,1750,15000,0.0008435249328613281,0.49933333333333335,0.4992697156113245,0.5052049018315984,"[[3656, 3727], [3783, 3834]]",0.002960205078125,0.4992697156113245
logreg,0.05,3,1750,15000,0.0074040889739990234,0.5019333333333333,0.5010620717991263,0.5317455343152617,"[[3287, 4096], [3375, 4242]]",0.007245302200317383,0.5020402920810364
dummy,0.05,4,1750,15000,0.0008130073547363281,0.5016,0.5015369340282652,0.507444986164185,"[[3673, 3710], [3766, 3851]]",0.002469301223754883,0.5015369340282652
logreg,0.05,4,1750,15000,0.005008697509765625,0.5028,0.5022399851227795,0.5236331119059785,"[[3443, 3940], [3518, 4099]]",0.006207704544067383,0.5044942048207963
dummy,0.1,0,3500,15000,0.0008387565612792969,0.4931333333333333,0.4930754881841378,0.4988464834223189,"[[3613, 3770], [3833, 3784]]",0.0027952194213867188,0.4930754881841378
logreg,0.1,0,3500,15000,0.006708621978759766,0.5069333333333333,0.5061392273757075,0.5343155773832011,"[[3361, 4022], [3374, 4243]]",0.0060367584228515625,0.5058577010856917
dummy,0.1,1,3500,15000,0.0007309913635253906,0.49593333333333334,0.49587616975800564,0.5016149232087536,"[[3634, 3749], [3812, 3805]]",0.0022644996643066406,0.49587616975800564
logreg,0.1,1,3500,15000,0.006786346435546875,0.5044,0.5038486966188092,0.5249233128834356,"[[3459, 3924], [3510, 4107]]",0.006928205490112305,0.5019246017044041
dummy,0.1,2,3500,15000,0.0007266998291015625,0.497,0.49694309607186005,0.5026695669369191,"[[3642, 3741], [3804, 3813]]",0.002293109893798828,0.49694309607186005
logreg,0.1,2,3500,15000,0.0070040225982666016,0.4976,0.4969450965586985,0.521402260891655,"[[3359, 4024], [3512, 4105]]",0.006150484085083008,0.4987993611458618
dummy,0.1,3,3500,15000,0.0009157657623291016,0.4992666666666667,0.49921031448880065,0.5049106848592709,"[[3659, 3724], [3787, 3830]]",0.0027396678924560547,0.49921031448880065
logreg,0.1,3,3500,15000,0.007915496826171875,0.5050666666666667,0.5045217670839042,0.5253803861398798,"[[3467, 3916], [3508, 4109]]",0.0068645477294921875,0.505465054420088
dummy,0.1,4,3500,15000,0.0007205009460449219,0.5018,0.501744264484205,0.5074154637136642,"[[3678, 3705], [3768, 3849]]",0.0023424625396728516,0.501744264484205
logreg,0.1,4,3500,15000,0.009685039520263672,0.5022,0.5015992691981521,0.5242433896145269,"[[3419, 3964], [3503, 4114]]",0.006962776184082031,0.5021020315503981
dummy,0.25,0,8750,15000,0.0014066696166992188,0.49306666666666665,0.4930077650363659,0.498813604007382,"[[3612, 3771], [3833, 3784]]",0.0041887760162353516,0.4930077650363659
logreg,0.25,0,8750,15000,0.020221710205078125,0.4975333333333333,0.49637181037710676,0.5356988849873714,"[[3115, 4268], [3269, 4348]]",0.007967948913574219,0.4982963409530899
dummy,0.25,1,8750,15000,0.0011780261993408203,0.4958666666666667,0.4958084466102337,0.5015818613234906,"[[3633, 3750], [3812, 3805]]",0.0033922195434570312,0.4958084466102337
logreg,0.25,1,8750,15000,0.0202789306640625,0.5064666666666666,0.505517449393151,0.5382072235044602,"[[3283, 4100], [3303, 4314]]",0.008618593215942383,0.5063391338027133
dummy,0.25,2,8750,15000,0.0009584426879882812,0.49693333333333334,0.4968753729240881,0.502636435539151,"[[3641, 3742], [3804, 3813]]",0.0022449493408203125,0.4968753729240881
logreg,0.25,2,8750,15000,0.019266128540039062,0.5061333333333333,0.5050872913765627,0.5405606549243364,"[[3234, 4149], [3259, 4358]]",0.008937358856201172,0.5032503999062101
