model,train_frac,mean_accuracy,std_accuracy,mean_auc,std_auc,mean_f1,std_f1,mean_n_train
dummy,0.01,0.49818666666666667,0.005108032889479061,0.4981693108463995,0.005110344235878669,0.5011739451316701,0.004944564914166786,700.0
dummy,0.05,0.49812,0.0050689468553361695,0.4981063503093542,0.005070110213939959,0.5008491940155798,0.004977914964262195,3500.0
dummy,0.1,0.49821333333333334,0.00507289091369235,0.4981992128123888,0.005073149058063686,0.5009746071736392,0.0050449753832384125,7000.0
dummy,0.25,0.4982333333333333,0.005079315351939115,0.498219071156203,0.005079527789607441,0.5010043960440587,0.005054528183207188,17500.0
dummy,0.5,0.49821333333333334,0.00507289091369235,0.4981992128123888,0.005073149058063686,0.5009746071736392,0.0050449753832384125,35000.0
dummy,0.75,0.49821333333333334,0.005062311724894055,0.4981991176964378,0.005062554771074351,0.5009812158361461,0.0050354408393595874,52500.0
dummy,1.0,0.49821333333333334,0.00507289091369235,0.4981992128123888,0.005073149058063686,0.5009746071736392,0.0050449753832384125,70000.0
logreg,0.01,0.9548,0.002851510321059887,0.9939092234075503,0.0006171321878020689,0.955140159541975,0.00307578090839231,700.0
logreg,0.05,0.9872933333333332,0.001347301830408595,0.9995121058404435,9.059255638415866e-05,0.9873909090458227,0.0013506666426119057,3500.0
logreg,0.1,0.9913333333333334,0.0011563832505801187,0.9997692807044214,4.11418696018932e-05,0.991385949408393,0.0011529809270333878,7000.0
logreg,0.25,0.9948733333333333,0.0002649947588579969,0.9999177202576854,7.527775656782561e-06,0.9949121670966029,0.0002646184449321793,17500.0
logreg,0.5,0.9962666666666667,0.0005873670062235153,0.9999577551837293,9.356311716005043e-06,0.9962952194277725,0.00058283728236979,35000.0
logreg,0.75,0.9966733333333334,0.0004329485471097359,0.9999653840163628,7.253903557943435e-06,0.9966986301897567,0.00042993530534607747,52500.0
logreg,1.0,0.99698,0.0003934180699685567,0.9999700766995916,5.559735403985534e-06,0.9970028954252635,0.0003902609769010593,70000.0
