model,train_frac,repeat,n_train,n_test,train_time_s,accuracy,balancedAccuracy,f1,confusion,predictTimeSec,roc_auc
dummy,0.75,0,525,300,0.0005908012390136719,0.5466666666666666,0.5478388866586378,0.5526315789473685,"[[80, 61], [75, 84]]",0.0014312267303466797,0.5478388866586377
logreg,0.75,0,525,300,0.007964611053466797,0.5366666666666666,0.5331861367589991,0.5749235474006116,"[[67, 74], [65, 94]]",0.0006728172302246094,0.5313350283241893
dummy,0.75,1,525,300,0.0006883144378662109,0.48,0.4809313528703332,0.4868421052631579,"[[70, 71], [85, 74]]",0.0013210773468017578,0.48093135287033323
logreg,0.75,1,525,300,0.006609916687011719,0.49,0.48273785628261745,0.5565217391304348,"[[51, 90], [63, 96]]",0.0008187294006347656,0.5167491859583389
dummy,0.75,2,525,300,0.0005540847778320312,0.47333333333333333,0.47424059949150277,0.48026315789473684,"[[69, 72], [86, 73]]",0.001468658447265625,0.47424059949150277
logreg,0.75,2,525,300,0.006867647171020508,0.4666666666666667,0.46353539408537403,0.5061728395061729,"[[58, 83], [77, 82]]",0.00047469139099121094,0.46487354476114
dummy,0.75,3,525,300,0.0006203651428222656,0.5266666666666666,0.5277666265221463,0.5328947368421053,"[[77, 64], [78, 81]]",0.0008976459503173828,0.5277666265221465
logreg,0.75,3,525,300,0.0068035125732421875,0.4866666666666667,0.482001873410946,0.536144578313253,"[[57, 84], [70, 89]]",0.0006058216094970703,0.47490967482938573
dummy,0.75,4,525,300,0.0004124641418457031,0.4533333333333333,0.4541683393550114,0.4605263157894737,"[[66, 75], [89, 70]]",0.0009374618530273438,0.45416833935501133
logreg,0.75,4,525,300,0.009084463119506836,0.5,0.49538338016860695,0.5481927710843374,"[[59, 82], [68, 91]]",0.0007395744323730469,0.48664079575360186
dummy,1.0,0,700,300,0.0005924701690673828,0.5466666666666666,0.5478388866586378,0.5526315789473685,"[[80, 61], [75, 84]]",0.0014700889587402344,0.5478388866586377
logreg,1.0,0,700,300,0.007575035095214844,0.5,0.49578482537133683,0.5454545454545454,"[[60, 81], [69, 90]]",0.000583648681640625,0.5158124804853026
dummy,1.0,1,700,300,0.0005934238433837891,0.48,0.4809313528703332,0.4868421052631579,"[[70, 71], [85, 74]]",0.001486063003540039,0.48093135287033323
logreg,1.0,1,700,300,0.009436368942260742,0.52,0.513849859494179,0.5764705882352941,"[[58, 83], [61, 98]]",0.000514984130859375,0.5085864668361657
dummy,1.0,2,700,300,0.0006685256958007812,0.47333333333333333,0.47424059949150277,0.48026315789473684,"[[69, 72], [86, 73]]",0.001783132553100586,0.47424059949150277
logreg,1.0,2,700,300,0.006551027297973633,0.4666666666666667,0.46313394888264414,0.50920245398773,"[[57, 84], [76, 83]]",0.0004830360412597656,0.47374994424372185
dummy,1.0,3,700,300,0.0005800724029541016,0.5266666666666666,0.5277666265221463,0.5328947368421053,"[[77, 64], [78, 81]]",0.00147247314453125,0.5277666265221465
logreg,1.0,3,700,300,0.007299184799194336,0.48,0.4757125652348454,0.5272727272727272,"[[57, 84], [72, 87]]",0.0005679130554199219,0.4712966680048173
dummy,1.0,4,700,300,0.00047206878662109375,0.4533333333333333,0.4541683393550114,0.4605263157894737,"[[66, 75], [89, 70]]",0.0009002685546875,0.45416833935501133
logreg,1.0,4,700,300,0.008094072341918945,0.5033333333333333,0.4981265890539275,0.5552238805970149,"[[58, 83], [66, 93]]",0.00045752525329589844,0.4875328962041126
