model,train_frac,repeat,n_train,n_test,train_time_s,accuracy,balancedAccuracy,f1,confusion,predictTimeSec,roc_auc
dummy,0.01,0,700,30000,0.0009241104125976562,0.49956666666666666,0.49949828679561004,0.5053866174677956,"[[7317, 7486], [7527, 7670]]",0.005372762680053711,0.49949828679561004
logreg,0.01,0,700,30000,0.005423307418823242,0.5022,0.5021509021082663,0.507291322995711,"[[7378, 7425], [7509, 7688]]",0.014543533325195312,0.503564488152092
dummy,0.01,1,700,30000,0.0007448196411132812,0.4997,0.49963164313083674,0.5055184001581392,"[[7319, 7484], [7525, 7672]]",0.004547119140625,0.49963164313083674
logreg,0.01,1,700,30000,0.006908893585205078,0.5057666666666667,0.5056958535572476,0.5116432265076908,"[[7406, 7397], [7430, 7767]]",0.012425661087036133,0.5072983944150615
dummy,0.01,2,700,30000,0.0005643367767333984,0.5057666666666667,0.5056993563836529,0.5115145125687741,"[[7410, 7393], [7434, 7763]]",0.0037555694580078125,0.5056993563836529
logreg,0.01,2,700,30000,0.0069959163665771484,0.49566666666666664,0.4953896336724142,0.5092124043077721,"[[7021, 7782], [7348, 7849]]",0.012906312942504883,0.49259605849081767
dummy,0.01,3,700,30000,0.0005888938903808594,0.49543333333333334,0.4953642404035814,0.5013013540671433,"[[7255, 7548], [7589, 7608]]",0.003772258758544922,0.4953642404035815
logreg,0.01,3,700,30000,0.0049533843994140625,0.5021666666666667,0.5020269273912228,0.5106006488186913,"[[7274, 7529], [7406, 7791]]",0.011207342147827148,0.5038001110155929
dummy,0.01,4,700,30000,0.0006167888641357422,0.5001,0.500031712136517,0.5059137482291701,"[[7325, 7478], [7519, 7678]]",0.004370212554931641,0.5000317121365169
logreg,0.01,4,700,30000,0.0058498382568359375,0.49866666666666665,0.4982001228825287,0.5189047405796174,"[[6849, 7954], [7086, 8111]]",0.013373374938964844,0.49582040130646354
dummy,0.05,0,3500,30000,0.0012481212615966797,0.49946666666666667,0.4994065887569025,0.50497791257335,"[[7325, 7478], [7538, 7659]]",0.005440235137939453,0.4994065887569025
logreg,0.05,0,3500,30000,0.009515762329101562,0.5002333333333333,0.4996571586429768,0.5242280963411925,"[[6747, 8056], [6937, 8260]]",0.014951705932617188,0.5026075097548715
dummy,0.05,1,3500,30000,0.0009143352508544922,0.4997333333333333,0.499673301427356,0.5052416430408123,"[[7329, 7474], [7534, 7663]]",0.0037462711334228516,0.49967330142735594
logreg,0.05,1,3500,30000,0.008512496948242188,0.5033666666666666,0.5029591681882588,0.5213787786308587,"[[6986, 7817], [7082, 8115]]",0.015378475189208984,0.5035844560406866
dummy,0.05,2,3500,30000,0.0010416507720947266,0.5056666666666667,0.5056076583449454,0.5111096459418474,"[[7418, 7385], [7445, 7752]]",0.005650043487548828,0.5056076583449454
logreg,0.05,2,3500,30000,0.007679939270019531,0.5017666666666667,0.5013886661899829,0.518785615401951,"[[6996, 7807], [7140, 8057]]",0.010870218276977539,0.5004742706932059
dummy,0.05,3,3500,30000,0.0007121562957763672,0.4956,0.49553925503532736,0.5011538207951474,"[[7267, 7536], [7596, 7601]]",0.004084348678588867,0.49553925503532736
logreg,0.05,3,3500,30000,0.008640289306640625,0.49583333333333335,0.4955558912381469,0.509390508936391,"[[7023, 7780], [7345, 7852]]",0.011289119720458984,0.4961179681876773
dummy,0.05,4,3500,30000,0.0009200572967529297,0.5001333333333333,0.5000733704330361,0.5056372387420057,"[[7335, 7468], [7528, 7669]]",0.005917072296142578,0.5000733704330362
logreg,0.05,4,3500,30000,0.00919485092163086,0.4983,0.4976823335719271,0.5238080172113773,"[[6671, 8132], [6919, 8278]]",0.0142822265625,0.49901395214430566
dummy,0.1,0,7000,30000,0.0010311603546142578,0.49946666666666667,0.4994065887569025,0.50497791257335,"[[7325, 7478], [7538, 7659]]",0.0041463375091552734,0.4994065887569025
